,woiid,PlayerName,TeamID,ShortName,Way,TOTMIN,Calc-AAV,Contract.ID,ElgEffSn,EffSn,Contract.Length,Year,Written.AAV,DetailID,NHL.Salary,Signing.Bonus,NDC,NTC,Retired,BoughtOut,slid,BonusElg,MinorSal,JuniorSal,MinimumSal,Source,FAStatus,ContractStatus,NHLExpr,YrsPro,WhereAbt,RtrStatus,AgeELFA,pos,BonusID,BonusMax,BonusMet,BonusDesc,TotalComp,Name,Age,aAAV
12500,pospito87,Tomas Pospisil &pospito87,NA,NA,TWO,155000,528333,xpospito87-1,NULL,2008,3,2010,NA,pospito87-1-3,545000,0,,,,,,FALSE,55000,0,55000,war-on-ice.com,NULL,,,,,,,R,NA,0,0,NA,545000,Tomas Pospisil,22,"528,333.333333333"
12501,postmpa89,Paul Postma &postmpa89,NA,NA,ONE,0,887500,x277,2016,2016,2,2016,0,378,850000,0,,,,,,FALSE,0,0,,war-on-ice.com,UFA,,,,,,,D,NA,0,0,NA,850000,Paul Postma,26,887500
12502,postmpa89,Paul Postma &postmpa89,NA,NA,ONE,0,887500,x277,2016,2016,2,2017,0,379,925000,0,,,,,,FALSE,0,0,,war-on-ice.com,UFA,,,,,,,D,NA,0,0,NA,925000,Paul Postma,27,887500
12503,postmpa89,Paul Postma &postmpa89,NA,NA,TWO,195000,670833,xpostmpa89-1,NULL,2010,3,2010,NA,postmpa89-1-1,550000,87500,,,,,,TRUE,65000,0,65000,war-on-ice.com,NULL,,,,,,,D,NA,237500,0,NA,637500,Paul Postma,20,"670,833.333333333"
12504,postmpa89,Paul Postma &postmpa89,NA,NA,TWO,195000,670833,xpostmpa89-1,NULL,2010,3,2011,NA,postmpa89-1-2,575000,87500,,,,,,TRUE,65000,0,65000,war-on-ice.com,NULL,,,,,,,D,NA,212500,0,NA,662500,Paul Postma,21,"670,833.333333333"
12505,postmpa89,Paul Postma &postmpa89,NA,NA,TWO,195000,670833,xpostmpa89-1,NULL,2010,3,2012,NA,postmpa89-1-3,625000,87500,,,,,,TRUE,65000,0,65000,war-on-ice.com,NULL,,,,,,,D,NA,162500,0,NA,712500,Paul Postma,22,"670,833.333333333"
12506,postmpa89,Paul Postma &postmpa89,NA,NA,ONE,0,550000,xpostmpa89-2,NULL,2013,1,2013,NA,postmpa89-2-1,550000,0,,,,,,FALSE,0,0,550000,war-on-ice.com,NULL,,,,,,,D,NA,0,0,NA,550000,Paul Postma,23,550000
12507,postmpa89,Paul Postma &postmpa89,NA,NA,ONE,0,712500,xpostmpa89-2014,2014,2014,2,2014,0,1674,650000,0,,,,,,FALSE,0,0,,war-on-ice.com,RFA,,,,,,,D,NA,0,0,NA,650000,Paul Postma,24,712500
12508,postmpa89,Paul Postma &postmpa89,NA,NA,ONE,0,712500,xpostmpa89-2014,2014,2014,2,2015,0,1675,775000,0,,,,,,FALSE,0,0,,war-on-ice.com,RFA,,,,,,,D,NA,0,0,NA,775000,Paul Postma,25,712500
12509,pothibr77,NA,NA,NA,Unknown,NA,NA,2004pothibr77,NA,NA,NA,2004,NA,NA,NA,NA,NA,NA,NA,,,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,525000,Brian Pothier,26,NA
12510,pothibr77,NA,NA,NA,Unknown,NA,NA,2006pothibr77,NA,NA,NA,2006,NA,NA,NA,NA,NA,NA,NA,,,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,532000,Brian Pothier,28,NA
12511,pothibr77,Brian Pothier &pothibr77,NA,NA,ONE,0,2500000,xpothibr77-1,NULL,2007,4,2007,NA,pothibr77-1-1,2500000,0,,,,,,FALSE,0,0,2500000,war-on-ice.com,NULL,,,,,,,D,NA,0,0,NA,2500000,Brian Pothier,29,2500000
12512,pothibr77,Brian Pothier &pothibr77,NA,NA,ONE,0,2500000,xpothibr77-1,NULL,2007,4,2008,NA,pothibr77-1-2,2500000,0,,,,,,FALSE,0,0,2500000,war-on-ice.com,NULL,,,,,,,D,NA,0,0,NA,2500000,Brian Pothier,30,2500000
12513,pothibr77,Brian Pothier &pothibr77,NA,NA,ONE,0,2500000,xpothibr77-1,NULL,2007,4,2009,NA,pothibr77-1-3,2500000,0,,,,,,FALSE,0,0,2500000,war-on-ice.com,NULL,,,,,,,D,NA,0,0,NA,2500000,Brian Pothier,31,2500000
12514,pothibr77,Brian Pothier &pothibr77,NA,NA,ONE,0,2500000,xpothibr77-1,NULL,2007,4,2010,NA,pothibr77-1-4,2500000,0,,,,,,FALSE,0,0,2500000,war-on-ice.com,NULL,,,,,,,D,NA,0,0,NA,2500000,Brian Pothier,32,2500000
12515,potixto77,NA,NA,NA,Unknown,NA,NA,2003potixto77,NA,NA,NA,2003,NA,NA,NA,NA,NA,NA,NA,,,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1800000,Tom Poti,25,NA
12516,potixto77,NA,NA,NA,Unknown,NA,NA,2004potixto77,NA,NA,NA,2004,NA,NA,NA,NA,NA,NA,NA,,,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2800000,Tom Poti,26,NA
12517,potixto77,NA,NA,NA,Unknown,NA,NA,2006potixto77,NA,NA,NA,2006,NA,NA,NA,NA,NA,NA,NA,,,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2356000,Tom Poti,28,NA
12518,potixto77,NA,NA,NA,Unknown,NA,NA,2007potixto77,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,,,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2750000,Tom Poti,29,NA
12519,potixto77,Tom Poti &potixto77,NA,NA,ONE,0,3500000,xpotixto77-1,NULL,2008,4,2008,NA,potixto77-1-1,3500000,0,,,,,,FALSE,0,0,3500000,war-on-ice.com,NULL,,,,,,,D,NA,0,0,NA,3500000,Tom Poti,30,3500000
12520,potixto77,Tom Poti &potixto77,NA,NA,ONE,0,3500000,xpotixto77-1,NULL,2008,4,2009,NA,potixto77-1-2,3500000,0,,,,,,FALSE,0,0,3500000,war-on-ice.com,NULL,,,,,,,D,NA,0,0,NA,3500000,Tom Poti,31,3500000
12521,potixto77,Tom Poti &potixto77,NA,NA,ONE,0,3500000,xpotixto77-1,NULL,2008,4,2010,NA,potixto77-1-3,3500000,0,,,,,,FALSE,0,0,3500000,war-on-ice.com,NULL,,,,,,,D,NA,0,0,NA,3500000,Tom Poti,32,3500000
12522,potixto77,Tom Poti &potixto77,NA,NA,ONE,0,3500000,xpotixto77-1,NULL,2008,4,2011,NA,potixto77-1-4,3500000,0,,,,,,FALSE,0,0,3500000,war-on-ice.com,NULL,,,,,,,D,NA,0,0,NA,3500000,Tom Poti,33,3500000
12523,potixto77,Tom Poti &potixto77,NA,NA,ONE,0,2875000,xpotixto77-2,NULL,2012,2,2012,NA,potixto77-2-1,3E+06,0,,,,,,FALSE,0,0,3000000,war-on-ice.com,NULL,,,,,,,D,NA,0,0,NA,3E+06,Tom Poti,34,2875000
12524,potixto77,Tom Poti &potixto77,NA,NA,ONE,0,2875000,xpotixto77-2,NULL,2012,2,2013,NA,potixto77-2-2,2750000,0,,,,,,FALSE,0,0,2750000,war-on-ice.com,NULL,,,,,,,D,NA,0,0,NA,2750000,Tom Poti,35,2875000
12525,potteco84,Corey Potter &potteco84,NA,NA,TWO,125000,542500,xpotteco84-1,NULL,2008,2,2008,NA,potteco84-1-1,5E+05,50000,,,,,,FALSE,62500,0,62500,war-on-ice.com,NULL,,,,,,,D,NA,0,0,NA,550000,Corey Potter,23,542500
12526,potteco84,Corey Potter &potteco84,NA,NA,TWO,125000,542500,xpotteco84-1,NULL,2008,2,2009,NA,potteco84-1-2,5E+05,35000,,,,,,FALSE,62500,0,62500,war-on-ice.com,NULL,,,,,,,D,NA,0,0,NA,535000,Corey Potter,24,542500
12527,potteco84,Corey Potter &potteco84,NA,NA,TWO,62500,550000,xpotteco84-2,NULL,2010,1,2010,NA,potteco84-2-1,550000,0,,,,,,FALSE,62500,0,62500,war-on-ice.com,NULL,,,,,,,D,NA,0,0,NA,550000,Corey Potter,25,550000
12528,potteco84,Corey Potter &potteco84,NA,NA,TWO,200000,700000,xpotteco84-2015,NULL,2015,1,2015,NA,1813,7E+05,0,,,,,,FALSE,2E+05,0,700000,war-on-ice.com,UFA,,,,,,,D,NA,0,0,NA,7E+05,Corey Potter,30,7E+05
12529,potteco84,Corey Potter &potteco84,NA,NA,TWO,105000,500000,xpotteco84-3,NULL,2011,1,2011,NA,potteco84-3-1,5E+05,0,,,,,,FALSE,105000,0,105000,war-on-ice.com,NULL,,,,,,,D,NA,0,0,NA,5E+05,Corey Potter,26,5E+05
12530,potteco84,Corey Potter &potteco84,NA,NA,TWO,225000,525000,xpotteco84-4,NULL,2012,1,2012,NA,potteco84-4-1,525000,0,,,,,,FALSE,225000,0,225000,war-on-ice.com,NULL,,,,,,,D,NA,0,0,NA,525000,Corey Potter,27,525000
12531,potteco84,Corey Potter &potteco84,NA,NA,ONE,0,775000,xpotteco84-5,NULL,2013,2,2013,NA,potteco84-5-1,750000,0,,,,,,FALSE,0,0,750000,war-on-ice.com,NULL,,,,,,,D,NA,0,0,NA,750000,Corey Potter,28,775000
12532,potteco84,Corey Potter &potteco84,NA,NA,ONE,0,775000,xpotteco84-5,NULL,2013,2,2014,NA,potteco84-5-2,8E+05,0,,,,,,FALSE,0,0,800000,war-on-ice.com,NULL,,,,,,,D,NA,0,0,NA,8E+05,Corey Potter,29,775000
12533,potulry84,Ryan Potulny &potulry84,NA,NA,TWO,95000,645000,xpotulry84-1,NULL,2009,1,2009,NA,potulry84-1-1,645000,0,,,,,,FALSE,95000,0,95000,war-on-ice.com,NULL,,,,,,,C,NA,0,0,NA,645000,Ryan Potulny,24,645000
12534,potulry84,Ryan Potulny &potulry84,NA,NA,TWO,105000,595000,xpotulry84-2,NULL,2010,1,2010,NA,potulry84-2-1,595000,0,,,,,,FALSE,105000,0,105000,war-on-ice.com,NULL,,,,,,,C,NA,0,0,NA,595000,Ryan Potulny,25,595000
12535,potulry84,Ryan Potulny &potulry84,NA,NA,TWO,105000,500000,xpotulry84-3,NULL,2011,1,2011,NA,potulry84-3-1,5E+05,0,,,,,,FALSE,105000,0,105000,war-on-ice.com,NULL,,,,,,,C,NA,0,0,NA,5E+05,Ryan Potulny,26,5E+05
12536,potulry84,Ryan Potulny &potulry84,NA,NA,TWO,105000,525000,xpotulry84-4,NULL,2012,2,2012,NA,potulry84-4-1,525000,0,,,,,,FALSE,105000,0,105000,war-on-ice.com,NULL,,,,,,,C,NA,0,0,NA,525000,Ryan Potulny,27,525000
12537,potulry84,Ryan Potulny &potulry84,NA,NA,TWO,105000,525000,xpotulry84-4,NULL,2012,2,2013,NA,potulry84-4-2,525000,0,,,,,,FALSE,0,0,525000,war-on-ice.com,NULL,,,,,,,C,NA,0,0,NA,525000,Ryan Potulny,28,525000
12538,potvife71,NA,NA,NA,Unknown,NA,NA,2003potvife71,NA,NA,NA,2003,NA,NA,NA,NA,NA,NA,NA,,,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3550000,Felix Potvin,31,NA
12539,potvife71,NA,NA,NA,Unknown,NA,NA,2004potvife71,NA,NA,NA,2004,NA,NA,NA,NA,NA,NA,NA,,,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1300000,Felix Potvin,32,NA
12540,poulibe86,Benoit Pouliot &poulibe86,NA,NA,TWO,187500,850000,xpoulibe86-1,NULL,2007,3,2007,NA,poulibe86-1-1,765000,85000,,,,,,TRUE,62500,0,62500,war-on-ice.com,NULL,,,,,,,L,NA,850000,0,NA,850000,Benoit Pouliot,19,850000
12541,poulibe86,Benoit Pouliot &poulibe86,NA,NA,TWO,187500,850000,xpoulibe86-1,NULL,2007,3,2008,NA,poulibe86-1-2,765000,85000,,,,,,TRUE,62500,0,62500,war-on-ice.com,NULL,,,,,,,L,NA,850000,0,NA,850000,Benoit Pouliot,20,850000
12542,poulibe86,Benoit Pouliot &poulibe86,NA,NA,TWO,187500,850000,xpoulibe86-1,NULL,2007,3,2009,NA,poulibe86-1-3,765000,85000,,,,,,TRUE,62500,0,62500,war-on-ice.com,NULL,,,,,,,L,NA,850000,0,NA,850000,Benoit Pouliot,21,850000
12543,poulibe86,Benoit Pouliot &poulibe86,NA,NA,TWO,62500,803250,xpoulibe86-2,NULL,2010,1,2010,NA,poulibe86-2-1,803250,0,,,,,,FALSE,62500,0,62500,war-on-ice.com,NULL,,,,,,,L,NA,0,0,NA,803250,Benoit Pouliot,22,803250
12544,poulibe86,Benoit Pouliot &poulibe86,NA,NA,ONE,0,4000000,xpoulibe86-2015,NULL,2015,5,2015,NA,2002,4E+06,0,,,,,,FALSE,0,0,4000000,war-on-ice.com,UFA,,,,,,,L,NA,0,0,NA,4E+06,Benoit Pouliot,27,4E+06
12545,poulibe86,Benoit Pouliot &poulibe86,NA,NA,ONE,0,4000000,xpoulibe86-2015,NULL,2015,5,2016,NA,2003,4E+06,0,,,,,,FALSE,0,0,4000000,war-on-ice.com,UFA,,,,,,,L,NA,0,0,NA,4E+06,Benoit Pouliot,28,4E+06
12546,poulibe86,Benoit Pouliot &poulibe86,NA,NA,ONE,0,4000000,xpoulibe86-2015,NULL,2015,5,2017,NA,2004,4E+06,0,,,,,,FALSE,0,0,4000000,war-on-ice.com,UFA,,,,,,,L,NA,0,0,NA,4E+06,Benoit Pouliot,29,4E+06
12547,poulibe86,Benoit Pouliot &poulibe86,NA,NA,ONE,0,4000000,xpoulibe86-2015,NULL,2015,5,2018,NA,2005,4E+06,0,,,,,,FALSE,0,0,4000000,war-on-ice.com,UFA,,,,,,,L,NA,0,0,NA,4E+06,Benoit Pouliot,30,4E+06
12548,poulibe86,Benoit Pouliot &poulibe86,NA,NA,ONE,0,4000000,xpoulibe86-2015,NULL,2015,5,2019,NA,2006,4E+06,0,,,,,,FALSE,0,0,4000000,war-on-ice.com,UFA,,,,,,,L,NA,0,0,NA,4E+06,Benoit Pouliot,31,4E+06
12549,poulibe86,Benoit Pouliot &poulibe86,NA,NA,ONE,0,1350000,xpoulibe86-3,NULL,2011,1,2011,NA,poulibe86-3-1,1350000,0,,,,,,FALSE,0,0,1350000,war-on-ice.com,NULL,,,,,,,L,NA,0,0,NA,1350000,Benoit Pouliot,23,1350000
12550,poulibe86,Benoit Pouliot &poulibe86,NA,NA,ONE,0,1100000,xpoulibe86-4,NULL,2012,1,2012,NA,poulibe86-4-1,1100000,0,,,,,,FALSE,0,0,1100000,war-on-ice.com,NULL,,,,,,,L,NA,0,0,NA,1100000,Benoit Pouliot,24,1100000
12551,poulibe86,Benoit Pouliot &poulibe86,NA,NA,ONE,0,1800000,xpoulibe86-5,NULL,2013,1,2013,NA,poulibe86-5-1,1800000,0,,,,,,FALSE,0,0,1800000,war-on-ice.com,NULL,,,,,,,L,NA,0,0,NA,1800000,Benoit Pouliot,25,1800000
12552,poulibe86,Benoit Pouliot &poulibe86,NA,NA,ONE,0,1300000,xpoulibe86-6,NULL,2014,1,2014,NA,poulibe86-6-1,1300000,0,,,,,,FALSE,0,0,1300000,war-on-ice.com,NULL,,,,,,,L,NA,0,0,NA,1300000,Benoit Pouliot,26,1300000
12553,poulide94,Derrick Pouliot &poulide94,NA,NA,TWO,350000,888000,xpoulide94-1,NULL,2013,5,2013,NA,poulide94-1-1,832500,92500,,,,,1,TRUE,70000,0,70000,war-on-ice.com,RFA,,,,,,,D,NA,425000,0,NA,925000,Derrick Pouliot,18,925000
12554,poulide94,Derrick Pouliot &poulide94,NA,NA,TWO,350000,888000,xpoulide94-1,NULL,2013,5,2014,NA,poulide94-1-2,832500,92500,,,,,1,TRUE,70000,0,70000,war-on-ice.com,RFA,,,,,,,D,NA,425000,0,NA,925000,Derrick Pouliot,19,"894,166.666666667"
12555,poulide94,Derrick Pouliot &poulide94,NA,NA,TWO,350000,888000,xpoulide94-1,NULL,2013,5,2015,NA,poulide94-1-3,832500,92500,,,,,,TRUE,70000,0,70000,war-on-ice.com,RFA,,,,,,,D,NA,425000,0,NA,925000,Derrick Pouliot,20,"863,333.333333333"
12556,poulide94,Derrick Pouliot &poulide94,NA,NA,TWO,350000,888000,xpoulide94-1,NULL,2013,5,2016,NA,poulide94-1-4,832500,0,,,,,,TRUE,70000,0,70000,war-on-ice.com,RFA,,,,,,,D,NA,425000,0,NA,832500,Derrick Pouliot,21,"863,333.333333333"
12557,poulide94,Derrick Pouliot &poulide94,NA,NA,TWO,350000,888000,xpoulide94-1,NULL,2013,5,2017,NA,poulide94-1-5,832500,0,,,,,,TRUE,70000,0,70000,war-on-ice.com,RFA,,,,,,,D,NA,425000,0,NA,832500,Derrick Pouliot,22,"863,333.333333333"
12558,poulike90,Kevin Poulin &poulike90,NA,NA,TWO,175000,650000,x8148,2016,2016,1,2016,0,12006,650000,0,,,,,,FALSE,175000,0,275000,war-on-ice.com,RFA,,,,,,,G,NA,0,0,NA,650000,Kevin Poulin,25,650000
12559,poulike90,Kevin Poulin &poulike90,NA,NA,TWO,195000,604166,xpoulike90-1,NULL,2011,3,2011,NA,poulike90-1-1,5E+05,87500,,,,,,TRUE,65000,0,65000,war-on-ice.com,NULL,,,,,,,G,NA,287500,0,NA,587500,Kevin Poulin,20,"604,166.666666667"
12560,poulike90,Kevin Poulin &poulike90,NA,NA,TWO,195000,604166,xpoulike90-1,NULL,2011,3,2012,NA,poulike90-1-2,525000,87500,,,,,,TRUE,65000,0,65000,war-on-ice.com,NULL,,,,,,,G,NA,262500,0,NA,612500,Kevin Poulin,21,"604,166.666666667"
12561,poulike90,Kevin Poulin &poulike90,NA,NA,TWO,195000,604166,xpoulike90-1,NULL,2011,3,2013,NA,poulike90-1-3,525000,87500,,,,,,TRUE,65000,0,65000,war-on-ice.com,NULL,,,,,,,G,NA,262500,0,NA,612500,Kevin Poulin,22,"604,166.666666667"
12562,poulike90,Kevin Poulin &poulike90,NA,NA,TWO,65000,577500,xpoulike90-2,NULL,2014,1,2014,NA,poulike90-2-1,577500,0,,,,,,FALSE,65000,0,65000,war-on-ice.com,NULL,,,,,,,G,NA,0,0,NA,577500,Kevin Poulin,23,577500
12563,poulike90,Kevin Poulin &poulike90,NA,NA,TWO,175000,650000,xpoulike90-2015,NULL,2015,1,2015,NA,2213,650000,0,,,,,,FALSE,175000,0,275000,war-on-ice.com,RFA,,,,,,,G,NA,0,0,NA,650000,Kevin Poulin,24,650000
12564,poulima85,NA,NA,NA,Unknown,NA,NA,2007poulima85,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,,,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,942400,Marc-Antoine Pouliot,21,NA
12565,poulima85,Marc-Antoine Pouliot &poulima85,NA,NA,ONE,0,825000,xpoulima85-1,NULL,2009,2,2009,NA,poulima85-1-1,825000,0,,,,,,FALSE,0,0,825000,war-on-ice.com,NULL,,,,,,,RC,NA,0,0,NA,825000,Marc-Antoine Pouliot,23,825000
12566,poulima85,Marc-Antoine Pouliot &poulima85,NA,NA,ONE,0,825000,xpoulima85-1,NULL,2009,2,2010,NA,poulima85-1-2,825000,0,,,,,,FALSE,0,0,825000,war-on-ice.com,NULL,,,,,,,RC,NA,0,0,NA,825000,Marc-Antoine Pouliot,24,825000
12567,poulima85,Marc-Antoine Pouliot &poulima85,NA,NA,TWO,105000,550000,xpoulima85-2,NULL,2011,1,2011,NA,poulima85-2-1,550000,0,,,,,,FALSE,105000,0,105000,war-on-ice.com,NULL,,,,,,,RC,NA,0,0,NA,550000,Marc-Antoine Pouliot,25,550000
12568,poulima85,Marc-Antoine Pouliot &poulima85,NA,NA,TWO,105000,605000,xpoulima85-3,NULL,2012,1,2012,NA,poulima85-3-1,605000,0,,,,,,FALSE,105000,0,105000,war-on-ice.com,NULL,,,,,,,RC,NA,0,0,NA,605000,Marc-Antoine Pouliot,26,605000
12569,powexda85,Darroll Powe &powexda85,NA,NA,TWO,115000,520000,xpowexda85-1,NULL,2009,2,2009,NA,powexda85-1-1,507500,0,,,,,,FALSE,55000,0,55000,war-on-ice.com,NULL,,,,,,,C,NA,0,0,NA,507500,Darroll Powe,23,520000
12570,powexda85,Darroll Powe &powexda85,NA,NA,TWO,115000,520000,xpowexda85-1,NULL,2009,2,2010,NA,powexda85-1-2,532500,0,,,,,,FALSE,60000,0,60000,war-on-ice.com,NULL,,,,,,,C,NA,0,0,NA,532500,Darroll Powe,24,520000
12571,powexda85,Darroll Powe &powexda85,NA,NA,ONE,0,725000,xpowexda85-2,NULL,2011,1,2011,NA,powexda85-2-1,725000,0,,,,,,FALSE,0,0,725000,war-on-ice.com,NULL,,,,,,,C,NA,0,0,NA,725000,Darroll Powe,25,725000
12572,powexda85,Darroll Powe &powexda85,NA,NA,ONE,0,1066666,xpowexda85-3,NULL,2012,3,2012,NA,powexda85-3-1,950000,0,,,,,,FALSE,0,0,950000,war-on-ice.com,NULL,,,,,,,C,NA,0,0,NA,950000,Darroll Powe,26,"1,066,666.66666667"
12573,powexda85,Darroll Powe &powexda85,NA,NA,ONE,0,1066666,xpowexda85-3,NULL,2012,3,2013,NA,powexda85-3-2,1100000,0,,,,,,FALSE,0,0,1100000,war-on-ice.com,NULL,,,,,,,C,NA,0,0,NA,1100000,Darroll Powe,27,"1,066,666.66666667"
12574,powexda85,Darroll Powe &powexda85,NA,NA,ONE,0,1066666,xpowexda85-3,NULL,2012,3,2014,NA,powexda85-3-3,1150000,0,,,,,,FALSE,0,0,1150000,war-on-ice.com,NULL,,,,,,,C,NA,0,0,NA,1150000,Darroll Powe,28,"1,066,666.66666667"
12575,prattno75,NA,NA,NA,Unknown,NA,NA,2003prattno75,NA,NA,NA,2003,NA,NA,NA,NA,NA,NA,NA,,,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,650000,Nolan Pratt,27,NA
12576,prattno75,NA,NA,NA,Unknown,NA,NA,2004prattno75,NA,NA,NA,2004,NA,NA,NA,NA,NA,NA,NA,,,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,425000,Nolan Pratt,28,NA
12577,prattno75,NA,NA,NA,Unknown,NA,NA,2006prattno75,NA,NA,NA,2006,NA,NA,NA,NA,NA,NA,NA,,,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,625000,Nolan Pratt,30,NA
12578,prattno75,NA,NA,NA,Unknown,NA,NA,2007prattno75,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,,,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,625000,Nolan Pratt,31,NA
12579,prattno75,NA,NA,NA,Unknown,NA,NA,2008prattno75,NA,NA,NA,2008,NA,NA,NA,NA,NA,NA,NA,,,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,550000,Nolan Pratt,32,NA
12580,preisto78,NA,NA,NA,Unknown,NA,NA,2004preisto78,NA,NA,NA,2004,NA,NA,NA,NA,NA,NA,NA,,,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8E+05,Tom Preissing,24,NA
12581,preisto78,NA,NA,NA,Unknown,NA,NA,2006preisto78,NA,NA,NA,2006,NA,NA,NA,NA,NA,NA,NA,,,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5E+05,Tom Preissing,26,NA
12582,preisto78,NA,NA,NA,Unknown,NA,NA,2007preisto78,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,,,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6E+05,Tom Preissing,27,NA
12583,preisto78,Tom Preissing &preisto78,NA,NA,ONE,0,2750000,xpreisto78-1,NULL,2008,4,2008,NA,preisto78-1-1,2750000,0,,,,,,FALSE,0,0,2750000,war-on-ice.com,NULL,,,,,,,D,NA,0,0,NA,2750000,Tom Preissing,28,2750000
12584,preisto78,Tom Preissing &preisto78,NA,NA,ONE,0,2750000,xpreisto78-1,NULL,2008,4,2009,NA,preisto78-1-2,2750000,0,,,,,,FALSE,0,0,2750000,war-on-ice.com,NULL,,,,,,,D,NA,0,0,NA,2750000,Tom Preissing,29,2750000
12585,preisto78,Tom Preissing &preisto78,NA,NA,ONE,0,2750000,xpreisto78-1,NULL,2008,4,2010,NA,preisto78-1-3,2750000,0,,,,,,FALSE,0,0,2750000,war-on-ice.com,NULL,,,,,,,D,NA,0,0,NA,2750000,Tom Preissing,30,2750000
12586,preisto78,Tom Preissing &preisto78,NA,NA,ONE,0,2750000,xpreisto78-1,NULL,2008,4,2011,NA,preisto78-1-4,2750000,0,,,,,,FALSE,0,0,2750000,war-on-ice.com,NULL,,,,,,,D,NA,0,0,NA,2750000,Tom Preissing,31,2750000
12587,priceca87,Carey Price &priceca87,NA,NA,TWO,187500,850000,xpriceca87-1,NULL,2008,3,2008,NA,priceca87-1-1,850000,0,,,,,,TRUE,62500,0,62500,war-on-ice.com,NULL,,,,,,,G,NA,1350000,0,NA,850000,Carey Price,20,850000
12588,priceca87,Carey Price &priceca87,NA,NA,TWO,187500,850000,xpriceca87-1,NULL,2008,3,2009,NA,priceca87-1-2,850000,0,,,,,,TRUE,62500,0,62500,war-on-ice.com,NULL,,,,,,,G,NA,1350000,0,NA,850000,Carey Price,21,850000
12589,priceca87,Carey Price &priceca87,NA,NA,TWO,187500,850000,xpriceca87-1,NULL,2008,3,2010,NA,priceca87-1-3,850000,0,,,,,,TRUE,62500,0,62500,war-on-ice.com,NULL,,,,,,,G,NA,1350000,0,NA,850000,Carey Price,22,850000
12590,priceca87,Carey Price &priceca87,NA,NA,ONE,0,2750000,xpriceca87-2,NULL,2011,2,2011,NA,priceca87-2-1,2500000,0,,,,,,FALSE,0,0,2500000,war-on-ice.com,NULL,,,,,,,G,NA,0,0,NA,2500000,Carey Price,23,2750000
12591,priceca87,Carey Price &priceca87,NA,NA,ONE,0,2750000,xpriceca87-2,NULL,2011,2,2012,NA,priceca87-2-2,3E+06,0,,,,,,FALSE,0,0,3000000,war-on-ice.com,NULL,,,,,,,G,NA,0,0,NA,3E+06,Carey Price,24,2750000
12592,priceca87,Carey Price &priceca87,NA,NA,ONE,0,6500000,xpriceca87-2013,NULL,2013,6,2013,NA,3790,3500000,2E+06,,,,,,FALSE,0,0,5500000,war-on-ice.com,UFA,,,,,,,G,NA,0,0,NA,5500000,Carey Price,25,6500000
12593,priceca87,Carey Price &priceca87,NA,NA,ONE,0,6500000,xpriceca87-2013,NULL,2013,6,2014,NA,3791,5750000,0,,,,,,FALSE,0,0,5750000,war-on-ice.com,UFA,,,,,,,G,NA,0,0,NA,5750000,Carey Price,26,6500000
12594,priceca87,Carey Price &priceca87,NA,NA,ONE,0,6500000,xpriceca87-2013,NULL,2013,6,2015,NA,3792,6750000,0,,,,,,FALSE,0,0,6750000,war-on-ice.com,UFA,,,,,,,G,NA,0,0,NA,6750000,Carey Price,27,6500000
12595,priceca87,Carey Price &priceca87,NA,NA,ONE,0,6500000,xpriceca87-2013,NULL,2013,6,2016,NA,3793,7E+06,0,,,,,,FALSE,0,0,7000000,war-on-ice.com,UFA,,,,,,,G,NA,0,0,NA,7E+06,Carey Price,28,6500000
